date	size'/'remotesize	flags(request:Update,Range state:File response:Modified,Chunked,gZipped)	statuscode	status ('servermsg')	MIME	Etag|Date	URL	localfile	(from URL)
14:50:49	2640/2640	---M--	200	added ('OK')	text/css	etag:%226697cf27-a50%22	https://uptecra.com/wp-content/plugins/contact-form-7/includes/css/styles7661.css?ver=5.4.2	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/contact-form-7/includes/css/styles76617661.css	(from https://uptecra.com/)
14:50:49	736/736	---M--	200	added ('OK')	text/css	etag:%226697cf27-2e0%22	https://uptecra.com/wp-content/themes/fluid/styleadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/styleadc6adc6.css	(from https://uptecra.com/)
14:50:49	58612/58612	---M--	200	added ('OK')	text/css	etag:%226697cf27-e4f4%22	https://uptecra.com/wp-content/plugins/revslider/public/assets/css/rs63f21.css?ver=6.2.23	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/revslider/public/assets/css/rs63f213f21.css	(from https://uptecra.com/)
14:50:50	31023/31023	---M--	200	added ('OK')	text/css	etag:%226697cf27-792f%22	https://uptecra.com/wp-content/themes/fluid/assets/css/font-awesome/css/font-awesome.minadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/font-awesome/css/font-awesome.minadc6adc6.css	(from https://uptecra.com/)
14:50:50	419033/419033	---M--	200	added ('OK')	text/css	etag:%226697cf27-664d9%22	https://uptecra.com/wp-content/themes/fluid/assets/css/modules.minadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/modules.minadc6adc6.css	(from https://uptecra.com/)
14:50:50	21773/21773	---M--	200	added ('OK')	text/css	etag:%226697cf27-550d%22	https://uptecra.com/wp-content/themes/fluid/assets/css/elegant-icons/style.minadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/elegant-icons/style.minadc6adc6.css	(from https://uptecra.com/)
14:50:50	51304/51304	---M--	200	added ('OK')	text/css	etag:%226697cf27-c868%22	https://uptecra.com/wp-content/themes/fluid/assets/css/ion-icons/css/ionicons.minadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/ion-icons/css/ionicons.minadc6adc6.css	(from https://uptecra.com/)
14:50:50	78108/78108	---M--	200	added ('OK')	text/css	etag:%226697cf27-1311c%22	https://uptecra.com/wp-content/themes/fluid/assets/css/linea-icons/styleadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/linea-icons/styleadc6adc6.css	(from https://uptecra.com/)
14:50:51	12366/12366	---M--	200	added ('OK')	text/css	etag:%226697cf27-304e%22	https://uptecra.com/wp-content/themes/fluid/assets/css/simple-line-icons/simple-line-iconsadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/simple-line-icons/simple-line-iconsadc6adc6.css	(from https://uptecra.com/)
14:50:51	5866/5866	---M--	200	added ('OK')	text/css	etag:%226697cf27-16ea%22	https://uptecra.com/wp-content/themes/fluid/assets/css/et-line/css/et-line.minadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/et-line/css/et-line.minadc6adc6.css	(from https://uptecra.com/)
14:50:51	11417/11417	---M--	200	added ('OK')	text/css	etag:%226697cf27-2c99%22	https://uptecra.com/wp-content/themes/fluid/assets/css/style_dynamic83bf.css?ver=1636304157	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/style_dynamic83bf83bf.css	(from https://uptecra.com/)
14:50:51	47537/47537	---M--	200	added ('OK')	text/css	etag:%226697cf27-b9b1%22	https://uptecra.com/wp-content/themes/fluid/assets/css/modules-responsive.minadc6.css?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/modules-responsive.minadc6adc6.css	(from https://uptecra.com/)
14:50:51	1917/1917	---M--	200	added ('OK')	text/css	etag:%226697cf27-77d%22	https://uptecra.com/wp-content/themes/fluid/assets/css/style_dynamic_responsive83bf.css?ver=1636304157	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/css/style_dynamic_responsive83bf83bf.css	(from https://uptecra.com/)
14:50:52	740/740	---M--	200	added ('OK')	text/css	etag:%226697cf27-2e4%22	https://uptecra.com/googlefonts/csse6f2.css?family=Poppins%3A300%2C400%2C500%2C700&subset=latin-ext&ver=1.0.0	E:/uptecra_web/uptecra/uptecra.com/googlefonts/csse6f2e6f2.css	(from https://uptecra.com/)
14:50:52	13577/13577	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-3509%22	https://uptecra.com/wp-includes/js/jquery/jquery-migrate.min5589.js?ver=3.4.1	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/jquery/jquery-migrate.min55895589.js	(from https://uptecra.com/)
14:50:53	87553/87553	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-15601%22	https://uptecra.com/wp-includes/js/jquery/jquery.minf43b.js?ver=3.7.1	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/jquery/jquery.minf43bf43b.js	(from https://uptecra.com/)
14:50:53	119246/119246	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-1d1ce%22	https://uptecra.com/wp-content/plugins/revslider/public/assets/js/rbtools.min3f21.js?ver=6.2.23	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/revslider/public/assets/js/rbtools.min3f213f21.js	(from https://uptecra.com/)
14:50:54	356682/356682	---M--	200	added ('OK')	text/html	etag:%2266b36643-5714a%22	https://uptecra.com/index.php/wp-json/index.html	E:/uptecra_web/uptecra/uptecra.com/index.php/wp-json/index.html	(from https://uptecra.com/)
14:50:54	20133/20133	---M--	200	added ('OK')	application/json	etag:%226697cf27-4ea5%22	https://uptecra.com/index.php/wp-json/wp/v2/pages/5423.json	E:/uptecra_web/uptecra/uptecra.com/index.php/wp-json/wp/v2/pages/5423.json	(from https://uptecra.com/)
14:50:54	153/153	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Dec%202024%2011:50:54%20GMT	https://uptecra.com/xmlrpc0db0.php?rsd	E:/uptecra_web/uptecra/uptecra.com/xmlrpc0db00db0.php	(from https://uptecra.com/)
14:50:54	2490/2490	---M--	200	added ('OK')	application/json	etag:%226697cf27-9ba%22	https://uptecra.com/index.php/wp-json/oembed/1.0/embed11d9.json?url=https%3A%2F%2Fuptecra.com%2F	E:/uptecra_web/uptecra/uptecra.com/index.php/wp-json/oembed/1.0/embed11d911d9.json	(from https://uptecra.com/)
14:50:54	485536/485536	---M--	200	added ('OK')	text/css	etag:%226697cf27-768a0%22	https://uptecra.com/wp-content/plugins/js_composer/assets/css/js_composer.minbdeb.css?ver=6.7.0	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/js_composer/assets/css/js_composer.minbdebbdeb.css	(from https://uptecra.com/)
14:50:54	18586/18586	---M--	200	added ('OK')	image/png	etag:%226697cf27-489a%22	https://uptecra.com/content/wp-content/uploads/2021/09/uptecra_logo-01.png	E:/uptecra_web/uptecra/uptecra.com/content/wp-content/uploads/2021/09/uptecra_logo-01.png	(from https://uptecra.com/)
14:50:55	17351/17351	---M--	200	added ('OK')	image/png	etag:%226697cf27-43c7%22	https://uptecra.com/content/wp-content/uploads/2021/09/uptecra_logo_beyaz-03.png	E:/uptecra_web/uptecra/uptecra.com/content/wp-content/uploads/2021/09/uptecra_logo_beyaz-03.png	(from https://uptecra.com/)
14:50:55	54660/54660	---M--	200	added ('OK')	text/html	etag:%2266b36643-d584%22	https://uptecra.com/index.php/yapay-zeka-destekli-nesne-takip/index.html	E:/uptecra_web/uptecra/uptecra.com/index.php/yapay-zeka-destekli-nesne-takip/index.html	(from https://uptecra.com/)
14:50:55	327000/327000	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-4fd58%22	https://uptecra.com/wp-content/plugins/revslider/public/assets/js/rs6.min3f21.js?ver=6.2.23	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/revslider/public/assets/js/rs6.min3f213f21.js	(from https://uptecra.com/)
14:50:55	54531/54531	---M--	200	added ('OK')	text/html	etag:%2266b36643-d503%22	https://uptecra.com/index.php/personel-takip/index.html	E:/uptecra_web/uptecra/uptecra.com/index.php/personel-takip/index.html	(from https://uptecra.com/)
14:50:55	63686/63686	---M--	200	added ('OK')	text/html	etag:%2266b36643-f8c6%22	https://uptecra.com/index.php/video-kimliksizlestirme/index.html	E:/uptecra_web/uptecra/uptecra.com/index.php/video-kimliksizlestirme/index.html	(from https://uptecra.com/)
14:50:56	64171/64171	---M--	200	added ('OK')	text/html	etag:%2266b36643-faab%22	https://uptecra.com/index.php/kurumsal-ai/index.html	E:/uptecra_web/uptecra/uptecra.com/index.php/kurumsal-ai/index.html	(from https://uptecra.com/)
14:50:56	54894/54894	---M--	200	added ('OK')	text/html	etag:%2266b36643-d66e%22	https://uptecra.com/index.php/yangin-takip/index.html	E:/uptecra_web/uptecra/uptecra.com/index.php/yangin-takip/index.html	(from https://uptecra.com/)
14:50:56	648336/648336	---M--	200	added ('OK')	image/jpeg	etag:%226697cf27-9e490%22	https://uptecra.com/wp-content/uploads/2021/10/shutterstock_345244388-scaled.jpg	E:/uptecra_web/uptecra/uptecra.com/wp-content/uploads/2021/10/shutterstock_345244388-scaled.jpg	(from https://uptecra.com/)
14:50:57	339674/339674	---M--	200	added ('OK')	image/jpeg	etag:%226697cf27-52eda%22	https://uptecra.com/wp-content/uploads/2021/10/shutterstock_1707249787-scaled.jpg	E:/uptecra_web/uptecra/uptecra.com/wp-content/uploads/2021/10/shutterstock_1707249787-scaled.jpg	(from https://uptecra.com/)
14:50:57	609072/609072	---M--	200	added ('OK')	image/png	etag:%226697cf27-94b30%22	https://uptecra.com/wp-content/uploads/2021/09/6slide.png	E:/uptecra_web/uptecra/uptecra.com/wp-content/uploads/2021/09/6slide.png	(from https://uptecra.com/)
14:50:57	250539/250539	---M--	200	added ('OK')	image/jpeg	etag:%226697cf27-3d2ab%22	https://uptecra.com/wp-content/uploads/2021/11/homepage-03.jpg	E:/uptecra_web/uptecra/uptecra.com/wp-content/uploads/2021/11/homepage-03.jpg	(from https://uptecra.com/)
14:50:57	455844/455844	---M--	200	added ('OK')	image/jpeg	etag:%226697cf27-6f4a4%22	https://uptecra.com/wp-content/uploads/2021/11/homepage-02.jpg	E:/uptecra_web/uptecra/uptecra.com/wp-content/uploads/2021/11/homepage-02.jpg	(from https://uptecra.com/)
14:50:57	153/153	---M--	404	error ('Not%20Found')	text/html	date:Mon,%2023%20Dec%202024%2011:50:57%20GMT	https://uptecra.com/www.google.com/maps/search/index2602.html?api=1&query=41.080445,29.010312	E:/uptecra_web/uptecra/uptecra.com/www.google.com/maps/search/index26022602.html	(from https://uptecra.com/)
14:50:57	25374/25374	---M--	200	added ('OK')	image/png	etag:%226697cf27-631e%22	https://uptecra.com/content/wp-content/uploads/2021/11/zorlu-dark1.png	E:/uptecra_web/uptecra/uptecra.com/content/wp-content/uploads/2021/11/zorlu-dark1.png	(from https://uptecra.com/)
14:50:58	4840/4840	---M--	200	added ('OK')	image/png	etag:%226697cf27-12e8%22	https://uptecra.com/content/wp-content/uploads/2021/11/vestel-sb.png	E:/uptecra_web/uptecra/uptecra.com/content/wp-content/uploads/2021/11/vestel-sb.png	(from https://uptecra.com/)
14:50:58	542/542	---M--	200	added ('OK')	text/css	etag:%226697cf27-21e%22	https://uptecra.com/googlefonts/css8bda.css?family=Roboto:400%2C300%2C500	E:/uptecra_web/uptecra/uptecra.com/googlefonts/css8bda8bda.css	(from https://uptecra.com/)
14:50:58	8171/8171	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-1feb%22	https://uptecra.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min0226.js?ver=3.1.2	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/dist/vendor/wp-polyfill-inert.min02260226.js	(from https://uptecra.com/)
14:50:58	6625/6625	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-19e1%22	https://uptecra.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c85.js?ver=0.14.0	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/dist/vendor/regenerator-runtime.min6c856c85.js	(from https://uptecra.com/)
14:50:59	38590/38590	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-96be%22	https://uptecra.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c.js?ver=3.15.0	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/dist/vendor/wp-polyfill.min2c7c2c7c.js	(from https://uptecra.com/)
14:50:59	12987/12987	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-32bb%22	https://uptecra.com/wp-content/plugins/contact-form-7/includes/js/index7661.js?ver=5.4.2	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/contact-form-7/includes/js/index76617661.js	(from https://uptecra.com/)
14:50:59	21438/21438	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-53be%22	https://uptecra.com/wp-includes/js/jquery/ui/core.min3f14.js?ver=1.13.2	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/jquery/ui/core.min3f143f14.js	(from https://uptecra.com/)
14:50:59	11937/11937	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-2ea1%22	https://uptecra.com/wp-includes/js/jquery/ui/tabs.min3f14.js?ver=1.13.2	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/jquery/ui/tabs.min3f143f14.js	(from https://uptecra.com/)
14:50:59	8814/8814	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-226e%22	https://uptecra.com/wp-includes/js/jquery/ui/accordion.min3f14.js?ver=1.13.2	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/jquery/ui/accordion.min3f143f14.js	(from https://uptecra.com/)
14:51:00	158005/158005	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-26935%22	https://uptecra.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f61.js?ver=4.2.17	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/mediaelement/mediaelement-and-player.min1f611f61.js	(from https://uptecra.com/)
14:51:00	1191/1191	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-4a7%22	https://uptecra.com/wp-includes/js/mediaelement/mediaelement-migrate.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/mediaelement/mediaelement-migrate.minadc6adc6.js	(from https://uptecra.com/)
14:51:00	1107/1107	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-453%22	https://uptecra.com/wp-includes/js/mediaelement/wp-mediaelement.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/mediaelement/wp-mediaelement.minadc6adc6.js	(from https://uptecra.com/)
14:51:00	2069/2069	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-815%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.appearadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.appearadc6adc6.js	(from https://uptecra.com/)
14:51:01	14350/14350	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-380e%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/modernizr.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/modernizr.minadc6adc6.js	(from https://uptecra.com/)
14:51:01	1499/1499	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-5db%22	https://uptecra.com/wp-includes/js/hoverIntent.min3e5a.js?ver=1.10.2	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/hoverIntent.min3e5a3e5a.js	(from https://uptecra.com/)
14:51:01	4623/4623	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-120f%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.pluginadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.pluginadc6adc6.js	(from https://uptecra.com/)
14:51:01	13975/13975	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-3697%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.countdown.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.countdown.minadc6adc6.js	(from https://uptecra.com/)
14:51:02	40405/40405	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-9dd5%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/owl.carousel.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/owl.carousel.minadc6adc6.js	(from https://uptecra.com/)
14:51:02	1399/1399	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-577%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/parallax.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/parallax.minadc6adc6.js	(from https://uptecra.com/)
14:51:02	7503/7503	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-1d4f%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/easypiechartadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/easypiechartadc6adc6.js	(from https://uptecra.com/)
14:51:02	8833/8833	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-2281%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.waypoints.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.waypoints.minadc6adc6.js	(from https://uptecra.com/)
14:51:02	52091/52091	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-cb7b%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/Chart.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/Chart.minadc6adc6.js	(from https://uptecra.com/)
14:51:03	924/924	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-39c%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/counteradc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/counteradc6adc6.js	(from https://uptecra.com/)
14:51:03	1261/1261	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-4ed%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/absoluteCounter.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/absoluteCounter.minadc6adc6.js	(from https://uptecra.com/)
14:51:03	1324/1324	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-52c%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/fluidvids.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/fluidvids.minadc6adc6.js	(from https://uptecra.com/)
14:51:03	23947/23947	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-5d8b%22	https://uptecra.com/wp-content/plugins/js_composer/assets/lib/prettyphoto/js/jquery.prettyPhoto.minbdeb.js?ver=6.7.0	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/js_composer/assets/lib/prettyphoto/js/jquery.prettyPhoto.minbdebbdeb.js	(from https://uptecra.com/)
14:51:04	62130/62130	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-f2b2%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.nicescroll.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.nicescroll.minadc6adc6.js	(from https://uptecra.com/)
14:51:04	2533/2533	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-9e5%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/ScrollToPlugin.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/ScrollToPlugin.minadc6adc6.js	(from https://uptecra.com/)
14:51:04	2297/2297	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-8f9%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.waitforimagesadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.waitforimagesadc6adc6.js	(from https://uptecra.com/)
14:51:04	5565/5565	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-15bd%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.easing.1.3adc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.easing.1.3adc6adc6.js	(from https://uptecra.com/)
14:51:04	13427/13427	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-3473%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.multiscroll.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/jquery.multiscroll.minadc6adc6.js	(from https://uptecra.com/)
14:51:05	35722/35722	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-8b8a%22	https://uptecra.com/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.minbdeb.js?ver=6.7.0	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/js_composer/assets/lib/bower/isotope/dist/isotope.pkgd.minbdebbdeb.js	(from https://uptecra.com/)
14:51:05	13618/13618	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-3532%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/packery-mode.pkgd.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/packery-mode.pkgd.minadc6adc6.js	(from https://uptecra.com/)
14:51:05	27670/27670	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-6c16%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/TweenLite.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/TweenLite.minadc6adc6.js	(from https://uptecra.com/)
14:51:05	958/958	---M--	200	added ('OK')	application/javascript	etag:%226699bfff-3be%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/smoothPageScrolladc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/smoothPageScrolladc6adc6.js	(from https://uptecra.com/)
14:51:06	218060/218060	---M--	200	added ('OK')	application/octet-stream	etag:%226699abb0-353cc%22	https://uptecra.com/maps/maps/api/jsa49a?key=AIzaSyCq21HDNnXTT7jZPvT933lyZMgWGWz_JI8&ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/maps/maps/api/jsa49aa49a	(from https://uptecra.com/)
14:51:06	79282/79282	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-135b2%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules.minadc6.js?ver=6.5.5	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules.minadc6adc6.js	(from https://uptecra.com/)
14:51:06	1311/1311	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-51f%22	https://uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/like5152.js?ver=1.0	E:/uptecra_web/uptecra/uptecra.com/wp-content/themes/fluid/assets/js/modules/plugins/like51525152.js	(from https://uptecra.com/)
14:51:06	20124/20124	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-4e9c%22	https://uptecra.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.minbdeb.js?ver=6.7.0	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/js_composer/assets/js/dist/js_composer_front.minbdebbdeb.js	(from https://uptecra.com/)
14:51:06	20545/20545	---M--	200	added ('OK')	text/html	etag:%226697cf27-5041%22	https://uptecra.com/wp-content/plugins/jetpack/_inc/blocks/index.html	E:/uptecra_web/uptecra/uptecra.com/wp-content/plugins/jetpack/_inc/blocks/index.html	(from https://uptecra.com/)
14:51:07	457/457	---M--	200	added ('OK')	application/javascript	etag:%226697cf27-1c9%22	https://uptecra.com/wp-includes/js/dist/dom-ready.min5346.js?ver=f77871ff7694fffea381	E:/uptecra_web/uptecra/uptecra.com/wp-includes/js/dist/dom-ready.min53465346.js	(from https://uptecra.com/)
